CMDLINE python3 timeit_multiply.py
MEM 0.269531 1537405514.2404
MEM 3.558594 1537405514.2515
MEM 7.300781 1537405514.2621
MEM 8.625000 1537405514.2725
MEM 9.675781 1537405514.2829
MEM 10.832031 1537405514.2940
MEM 10.832031 1537405514.3054
MEM 10.832031 1537405514.3181
